1568;73029;1
1662;1862;3
1662;32252;5
1662;16273;1
1662;16258;7
1662;1884;4
1662;144399;1
1662;9545;1
1662;32241;2
1662;16263;2
1662;226197;1
1662;43544;1
1662;54131;1
1735;197780;5
1735;32241;1
1779;31338;3
1884;32241;1
1884;16273;1
1884;47886;2
3807;9108;1
3807;469586;1
5310;13975;1
6229;2466;1
12296;131241;2
12296;61419;18
12858;259427;1
12858;160050;1
12858;43544;1
13443;151256;1
13884;282460;2
13884;32241;4
13975;197780;36
13975;23867;5
13975;32241;3
13975;38003;1
13975;203463;1
13975;47885;1
13975;53995;1
13975;31390;2
14314;32241;11
14314;199773;4
14314;13977;1
14321;33473;182
14321;77261;6
14321;18529;311
14321;274833;5
14321;30864;173
14321;19237;20
14321;204053;1
14321;580939;1
14321;580940;1
14321;47885;1
14321;1089955;1
14321;25247;1
14321;89108;1
14321;32241;5
15611;35218;11
15611;63969;1
15611;33204;1
15611;1884;1
16258;16263;6
16258;1662;3
16258;660549;1
16258;160050;1
16258;1884;2
16258;32241;1
16263;16258;7
16263;1662;4
16263;32252;1
16263;1884;2
16263;77592;1
16263;19237;1
16263;53995;1
16263;47886;1
16263;282460;2
16263;144399;2
16263;31390;1
16263;13975;1
16263;18529;1
16263;89851;1
16273;18529;3
16273;3738;2
16273;62266;1
16273;32650;1
16273;62267;1
16273;19237;3
16273;32252;1
16273;1884;1
16273;1862;1
16273;32241;3
16273;660549;2
16273;33473;1
16273;53995;1
16273;31390;1
16273;89171;2
16273;203463;1
16273;1735;1
16273;77260;1
16273;43544;1
16273;89851;1
16273;13975;1
16666;122472;5
16666;842844;1
16666;32241;3
16666;77261;1
16666;18529;1
16666;19237;1
16666;126174;2
18505;60797;1
18505;133996;2
18529;30864;51
18529;32241;7
18529;14321;65
18529;33473;33
18529;19237;2
18529;77261;6
18529;274833;1
18529;69538;1
18529;204053;2
18529;282460;1
18529;47885;1
18529;16263;2
18529;1735;1
18529;160050;2
18529;16273;1
19234;30864;2
19234;274833;1
19237;18529;92
19237;14321;46
19237;30864;54
19237;16273;3
19237;33473;53
19237;160050;1
19237;660549;2
19237;282460;8
19237;43544;1
19237;77592;1
19237;144399;1
19237;32241;41
19237;77261;6
19237;234708;1
19237;60797;3
19237;89108;1
19237;204053;1
19237;55035;3
19237;32252;2
19237;54131;1
19237;56911;4
19237;1735;2
19237;3738;1
19237;16258;1
19237;274833;1
19237;226197;2
19237;23867;6
19237;1862;2
19237;31390;2
19237;13975;1
