107;1315;1
107;60614;1
107;3733;1
107;73675;1
107;83923;1
107;34147;1
107;2560;1
107;22687;1
107;5485;1
107;16357;1
107;1517470;1
1585811;2124;1450
139736;3074;668
43171;3262;631
318588;3262;554
88085;4879;484
71697;3262;480
1546783;2331;475
409419;3262;438
44014;23241;432
34564;16445;418
128615;1635;404
28602;3262;384
16398;16445;376
33889;1216;373
1153;3262;368
230008;975;353
436610;3262;347
20563;3262;345
2241071;65345;343
619778;3262;342
427306;3262;329
660225;975;328
138976;33510;328
1536102;93484;327
224087;4835;323
396276;10216;321
1827318;3262;309
75235;18338;306
8135;3275;302
131807;3262;300
381847;3262;300
1308270;3262;297
83894;3262;296
781420;3262;296
213378;3262;295
30380;3262;293
6188;3262;292
815393;11186;291
29178;3262;281
5083;1635;280
54391;3262;276
8226;2124;275
190628;3262;273
1092069;12510;273
18677;4681;270
31458;1236;267
630886;48229;267
1344309;3723;264
2448381;3262;261
211457;3262;259
175899;3262;257
8071;23444;256
53210;3262;255
131789;3262;253
108672;3262;247
27265;3291;247
671379;671;246
1480978;3262;245
151792;13867;244
63929;1138;241
64263;1635;241
16434;1205;235
173500;3262;229
154383;2226;227
12180;16;226
121324;3262;226
52324;27382;225
20465;3262;224
1364517;3262;217
943832;3264;217
128427;10473;217
84718;33129;216
28634;151785;213
227172;3262;213
185746;3262;213
32290;6315;212
391473;14797;212
113411;3262;212
1585811;5022;210
130464;975;209
67288;3262;209
337941;3262;209
27929;4681;208
34253;60223;207
1484213;3264;206
1081268;8025;206
75354;3262;206
57412;3262;206
18645;1204;204
20611;3262;203
1157522;35620;203
33889;3262;202
6134;3262;200
59202;671;199
48866;827;199
251923;2646;199
34393;28704;197
23258;35620;197
39354;3262;197
869083;3262;196
54447;1205;193
20546;3262;193
102302;3264;191
38992;18493;191
1939398;3262;190
2530;9904;190
450175;64140;189
147427;3262;188
1430748;3262;188
1885784;3262;188
8135;30478;186
36063;1148;185
210054;5621;184
64263;20615;184
61032;1635;183
223808;3262;183
2130350;3262;183
713767;3262;182
151792;5083;182
38847;12510;182
172592;3262;181
180408;56065;180
96305;3262;180
1041151;1635;180
53243;3262;177
822089;48229;177
8788;975;176
296593;3262;176
146487;9638;175
485031;3262;174
5066;3262;173
5793;3262;173
628501;3262;172
1341523;1678;171
957437;16411;170
191583;3723;170
33889;671;170
171369;1236;169
561434;3262;169
8290;3264;169
129666;1635;168
277003;2646;168
159936;3262;168
12950;9883;168
167451;530103;167
96167;11017;167
1769031;4395;167
1263159;3262;167
88164;3262;167
23332;3107;167
2066729;16;166
240364;3262;166
682292;3262;166
889694;3262;166
2043323;3262;166
8226;3264;166
247811;3354;166
60971;56692;166
5406;3354;165
6169;3262;165
261633;3262;165
792887;3262;164
1246544;6275;164
1834741;14797;164
191582;3723;163
28634;11186;163
258301;3262;162
1691477;3262;161
1126;6127;161
90020;190972;161
1235850;3262;161
1642372;671;161
170388;671;160
2448381;3074;160
35974;3262;159
115675;14797;159
48866;22480;157
249396;82521;157
36309;16;156
1704463;1635;156
1246637;3262;155
190084;17410;154
25060;3262;154
11920;1635;153
129666;8025;153
232822;8638;153
88085;1635;152
616141;3262;152
1884625;3264;152
579036;3354;150
20939;1311;149
20473;3262;149
1171885;3262;149
130464;1229;148
1620379;7669;148
161523;3262;147
1347387;4434;147
51743;3262;147
58057;1531;147
1347387;3074;147
1111045;3262;146
16485;8638;146
869083;3291;145
124195;12911;145
35853;241125;145
34253;8480;145
40459;2124;144
54378;3262;144
1572877;3262;144
