20;2;100
169;2;7
370;2;2
378;2;43
395;2;1
406;2;2
672;2;9
687;2;42
709;2;15
765;2;7
784;2;4
1001;2;1
2057;2;45
2092;2;116
2767;2;66
2799;2;13
2880;2;21
2911;2;8
4203;2;22
4695;2;13
5066;2;62
5127;2;2
5227;2;1
5777;2;45
6119;2;4
6154;2;4
6196;2;6
6207;2;6
6477;2;26
7350;2;66
7529;2;2
7897;2;1
7908;2;1
8200;2;5
8316;2;1
8440;2;4
10155;2;11
10716;2;1
11968;2;6
14011;2;3
15324;2;1
16360;2;3
16581;2;1
19640;2;2
20529;2;3
20548;2;1
20646;2;17
20680;2;86
20760;2;4
22118;2;2
23032;2;4
23085;2;7
23645;2;1
23646;2;3
25042;2;1
25178;2;3
25215;2;21
25325;2;1
26153;2;2
26893;2;9
27255;2;5
27294;2;16
27305;2;1
27746;2;1
28607;2;1
28714;2;28
28753;2;7
28763;2;4
28866;2;3
28884;2;3
29026;2;10
29183;2;6
29711;2;18
30384;2;1
30486;2;1
30772;2;4
31795;2;2
31807;2;1
32528;2;13
33083;2;3
33778;2;3
34048;2;2
35504;2;106
36197;2;3
36230;2;19
36537;2;4
36628;2;6
39123;2;2
39205;2;8
39247;2;1
39374;2;1
39501;2;2
39836;2;1
41248;2;2
41876;2;3
42540;2;18
42554;2;1
42561;2;13
42621;2;1
43191;2;23
43426;2;1
43984;2;10
44351;2;1
45824;2;2
47391;2;1
47404;2;12
47510;2;1
48108;2;17
48634;2;1
50345;2;6
52037;2;1
52176;2;1
52176;2;2
52283;2;4
53144;2;1
53216;2;3
53261;2;2
53474;2;5
55316;2;1
56092;2;1
56516;2;3
58597;2;2
59241;2;1
59350;2;27
59771;2;4
60800;2;1
60942;2;1
61305;2;3
61321;2;8
62143;2;10
62198;2;7
64436;2;2
64565;2;9
64753;2;1
65900;2;1
65924;2;12
65951;2;2
67480;2;3
67993;2;13
68875;2;1
69088;2;1
69248;2;1
69284;2;2
70008;2;1
71060;2;3
71697;2;53
72809;2;156
72813;2;2
73137;2;3
73918;2;3
73926;2;1
75159;2;4
75173;2;197
75641;2;2
75653;2;1
75960;2;3
76060;2;15
77519;2;1
82339;2;1
82414;2;14
82431;2;1
83886;2;3
84890;2;1
84942;2;1
85873;2;1
87996;2;3
88022;2;3
88161;2;1
88594;2;1
90364;2;2
91249;2;1
92623;2;2
92713;2;3
92717;2;1
93756;2;2
96283;2;2
96305;2;7
97684;2;2
98343;2;5
99518;2;15
99829;2;2
100570;2;2
101526;2;9
101526;2;10
101897;2;13
102907;2;1
102912;2;3
103643;2;6
104257;2;3
105094;2;1
106622;2;2
107440;2;1
107550;2;2
107595;2;2
107665;2;6
107820;2;1
108383;2;1
110081;2;173
110309;2;1
110944;2;3
111116;2;4
111369;2;7
111517;2;1
113724;2;1
113878;2;5
114754;2;1
116313;2;4
116889;2;1
117060;2;11
118546;2;111
119183;2;1
120460;2;1
120775;2;2
121824;2;1
122122;2;1
124853;2;1
126501;2;5
126890;2;1
126890;2;4
127088;2;1
127267;2;1
127267;2;18
127700;2;2
127953;2;2
131846;2;1
134279;2;3
134446;2;4
135261;2;6
135525;2;12
135918;2;1
136011;2;1
141857;2;17
142189;2;2
143294;2;2
143407;2;1
143540;2;1
143925;2;1
145182;2;1
151467;2;4
152843;2;1
153109;2;6
153645;2;3
156259;2;25
157265;2;22
158441;2;3
158758;2;2
159858;2;1
159944;2;3
161097;2;2
161588;2;2
